Defline,Subtype,US Clade,Global Clade
>A/swine/North_Carolina/A01477954/2014|11/21/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01478000/2014|08/29/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01478182/2014|10/15/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01555111/2014|12/05/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01555273/2015|01/02/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01555522/2015|02/03/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01555533/2015|02/03/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01555667/2015|02/23/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01566286/2014|07/28/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01668240/2016|11/10/2016|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01671000/2016|12/02/2016|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01727367/2015|12/08/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01728452/2015|12/28/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01728545/2015|12/29/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01728953/2016|01/06/2016|North_Carolina|6|NA,N2,2002A,2002A
>A/swine/North_Carolina/A01729044/2016|01/05/2016|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01729547/2016|01/11/2016|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01730226/2016|01/25/2016|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01730588/2016|01/28/2016|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01731777/2016|02/16/2016|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01732197/2016|02/15/2016|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01732322/2016|02/22/2016|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01732888/2016|03/03/2016|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01732941/2016|03/07/2016|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01770059/2015|08/03/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01770073/2015|08/04/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01775461/2016|05/13/2016|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01776873/2016|06/21/2016|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01777393/2016|07/06/2016|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01777989/2016|07/27/2016|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01781224/2016|09/07/2016|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01781410/2016|09/14/2016|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01781579/2016|09/20/2016|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01782800/2016|10/27/2016|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785294/2017|09/13/2017|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785295_/2017|09/13/2017|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785335/2017|10/31/2017|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785340/2017|11/02/2017|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785341/2017|10/31/2017|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785360/2017|11/21/2017|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785410/2018|01/05/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785419/2018|01/16/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785450/2018|02/15/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785522/2018|04/17/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785534/2018|05/08/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785537/2018|05/09/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785538/2018|05/10/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785542/2018|05/21/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785551/2018|05/22/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785552/2018|05/18/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785561/2018|06/04/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785564/2018|06/06/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785579/2018|06/21/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785581/2018|07/05/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785582/2018|07/05/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785585/2018|07/23/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785631/2018|10/01/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785721/2018|10/24/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785744/2018|11/07/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785846/2019|01/10/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785849/2019|01/11/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01785857/2019|01/18/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01795709/2015|10/29/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01796260/2015|11/06/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01840022/2014|12/03/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01840071/2014|12/03/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01840158/2014|12/10/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01840289/2015|01/07/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01840322/2015|01/09/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01840506/2015|01/16/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01841335/2015|03/05/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01841712/2015|03/19/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01857097/2015|09/02/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01857100/2015|08/31/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01857103/2015|08/31/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01857750/2015|10/13/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01894277/2016|03/25/2016|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01895763/2016|04/20/2016|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01895772/2016|04/15/2016|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01895828/2016|04/14/2016|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01895864/2016|04/21/2016|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01944728/2015|10/16/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01945112/2015|09/15/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01945243/2015|09/24/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01945452/2015|10/06/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01945726/2015|10/19/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01945728/2015|10/19/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01945740/2015|10/21/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01945753/2015|10/20/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01945823/2015|10/23/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01945912/2015|10/24/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01945939/2015|10/24/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01945969/2015|10/27/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01945973/2015|10/27/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01945976/2015|10/27/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02024129/2015|05/20/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02024648/2015|06/03/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02025176/2015|07/08/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02025402/2015|07/27/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02025575/2015|08/12/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02025678/2015|08/21/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02025897/2015|09/03/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02034333/2015|07/07/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02034471/2015|07/17/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02034953/2015|07/29/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02035784/2015|07/21/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02076180/2015|04/08/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02077505/2015|05/06/2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02135886/2017|11/07/2017|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02138712/2017|12/13/2017|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02140660/2018|01/11/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02140665/2018|01/11/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02140803/2018|01/10/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02142401/2018|02/23/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02142700/2018|02/13/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02142722/2018|02/14/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02155541/2018|03/12/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02216061/2017|05/22/2017|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02223210/2017|10/06/2017|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02245129/2019|05/12/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02245170/2019|06/12/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02245174/2019|06/12/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02245215/2019|08/15/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02245239/2019|09/10/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02245252/2019|09/19/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02245253/2019|09/19/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02245294/2019|10/15/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02245385/2020|01/10/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02245394/2020|01/17/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02245396/2020|01/21/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02245398/2020|01/09/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02245413/2020|02/06/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02245530/2020|03/11/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02245567/2020|03/27/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02245682/2020|08/04/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02245687/2020|08/12/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02245701/2020|08/25/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02245746/2020|10/14/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02245786/2020|11/17/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02245817/2020|11/23/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02245824/2020|12/07/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02245825/2020|12/08/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02254950/2018|08/09/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02256427/2018|08/13/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02269776/2018|11/13/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02427880/2018|12/20/2018|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02429717/2019|01/18/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02429804/2019|01/15/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02431888/2019|03/25/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02478551/2019|06/24/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02478552/2019|06/06/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02478615/2019|08/13/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02478628/2019|08/28/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02478653/2019|09/09/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02478666/2019|09/12/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02478687/2019|09/19/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02478707/2019|10/01/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02478711/2019|10/02/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02478740/2019|10/11/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02478832/2019|11/06/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02478858/2019|11/11/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02478865/2019|11/13/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02478880/2019|11/14/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02478894/2019|11/18/2019|North_Carolina|6|NA,N2,2002A,2002A
>A/swine/North_Carolina/A02478964/2019|12/19/2019|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02479010/2020|01/22/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02479041/2020|02/06/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02479052/2020|02/06/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02479083/2020|02/20/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02479237/2020|04/16/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02479327/2020|05/14/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02524478/2020|07/01/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02524538/2020|08/06/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02524576/2020|08/28/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02524585/2020|09/03/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02524603/2020|09/08/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02524712/2020|10/08/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02524740/2020|10/14/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02524744/2020|10/12/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02524746/2020|10/19/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02524916/2020|11/18/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02524944/2020|12/07/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02524967/2020|12/07/2020|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02525064/2021|01/13/2021|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02525094/2021|01/15/2021|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02525158/2021|02/05/2021|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02525172/2021|02/16/2021|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02525198/2021|02/22/2021|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02525210/2021|02/24/2021|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02525218/2021|02/24/2021|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A02525302/2021|03/25/2021|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Dakota/A01782435/2016|10/18/2016|North_Dakota|6|NA,N2,2002A,2002A
>A/swine/North_Dakota/A01895932/2016|04/19/2016|North_Dakota|6|NA,N2,2002A,2002A
>A/swine/NY/A01104005/2011|09/13/2011|New_York|6|NA,N2,2002A,2002A
>A/swine/Ohio/1/2012|06/2012|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/10SW121/2010|08/12/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW122/2010|08/12/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW125/2010|08/12/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW126/2010|08/12/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW127/2010|08/12/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW128/2010|08/12/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW130/2010|2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW131/2010|08/12/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW132/2010|08/12/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW133/2010|08/12/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW134/2010|08/12/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW135/2010|08/12/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW136/2010|08/12/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW137/2010|08/12/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW139/2010|08/12/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW156/2010|08/19/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW202/2010|08/24/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW203/2010|08/24/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW204/2010|08/24/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW205/2010|08/24/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW206/2010|08/24/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW207/2010|08/24/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW208/2010|08/24/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW209/2010|08/24/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW210/2010|08/24/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW211/2010|08/24/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW212/2010|08/24/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW213/2010|08/24/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW214/2010|08/24/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW215/2010|2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW216/2010|08/24/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW218/2010|08/24/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW219/2010|08/24/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/10SW220/2010|08/24/2010|Ohio|6|NA,N2,2002,2002
>A/swine/Ohio/11SW103/2011|08/05/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW108/2011|08/05/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW109/2011|08/05/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW111/2011|2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW111/2011|08/31/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW111/2011|2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW111/2011|08/31/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW112/2011|08/05/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW113/2011|08/05/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW114/2011|08/05/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW115/2011|08/05/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW116/2011|08/31/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW118/2011|08/05/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW119/2011|08/05/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW161/2011|08/08/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW163/2011|08/08/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW166/2011|08/08/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW169/2011|08/08/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW170/2011|08/08/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW172/2011|08/08/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW173/2011|08/08/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW175/2011|08/08/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW177/2011|08/31/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW179/2011|08/08/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW180/2011|08/08/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW183/2011|08/08/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW185/2011|08/08/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW186/2011|08/08/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW187/2011|08/08/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW191/2011|08/08/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW196/2011|08/08/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW197/2011|08/08/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW208/2011|2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW208/2011|08/31/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW208/2011|2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW208/2011|08/31/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW211/2011|08/12/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW214/2011|08/31/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW219/2011|08/31/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW344/2011|09/30/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW347/2011|08/19/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW349/2011|09/30/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW87/2011|08/05/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW93/2011|08/05/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW94/2011|08/05/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW95/2011|08/05/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW96/2011|08/05/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW97/2011|08/05/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11SW98/2011|08/05/2011|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/11TOSU559/2011|10/28/2011|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU129/2012|07/12/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU138/2012|07/12/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU175/2012|07/19/2012|Ohio|6|NA,N2,2002B,2002B
