strain,date,state,most similar blast clade
A/swine/Minnesota/A01201895/2011,7/5/2011,Minnesota,C_IVD
A/swine/Ohio/A01785399/2017,12/26/2017,Ohio,2010-human_like
A/swine/Minnesota/A01477780/2014,10/22/2014,Minnesota,C_IVA
A/swine/Oklahoma/A02524568/2020,8/26/2020,Oklahoma,LAIV_C-I
A/swine/Iowa/A02478956/2019,12/4/2019,Iowa,2010-human_like
A/swine/North_Carolina/A02478687/2019,9/19/2019,North_Carolina,2010-human_like
A/swine/North_Carolina/A02245239/2019,9/10/2019,North_Carolina,2010-human_like
A/swine/Virginia/A02478738/2019,8/29/2019,Virginia,humanVaccine
A/swine/Nebraska/A02478470/2019,5/9/2019,Nebraska,LAIV_C-I
A/swine/Illinois/A02429956/2019,1/22/2019,Illinois,LAIV_C-I
A/swine/Ohio/OH18_25012.4/2018,11/13/2018,Ohio,2010-human_like
A/swine/Michigan/A01678583/2018,9/5/2018,Michigan,2010-human_like
A/swine/Missouri/A02256554/2018,8/13/2018,Missouri,2010-human_like
A/swine/Nebraska/A02254616/2018,7/25/2018,Nebraska,C_IVA
A/swine/Iowa/A02254608/2018,7/21/2018,Iowa,2010-human_like
A/swine/Indiana/18TOSU3605/2018,6/1/2018,Indiana,2010-human_like
A/swine/Indiana/18TOSU3614/2018,6/1/2018,Indiana,2010-human_like
A/swine/Illinois/18TOSU1356/2018,6/1/2018,Illinois,2010-human_like
A/swine/Nebraska/A02169069/2018,5/16/2018,Nebraska,C_IVA
A/swine/Nebraska/A02157995/2018,4/24/2018,Nebraska,C_IVA
A/swine/Kansas/A01378040/2018,4/16/2018,Kansas,C_IVA
A/swine/Iowa/A02138536/2017,12/3/2017,Iowa,2010-human_like
A/swine/Iowa/A02136687/2017,11/16/2017,Iowa,2010-human_like
A/swine/Minnesota/A02221876/2017,9/20/2017,Minnesota,2010-human_like
A/swine/Iowa/A02219784/2017,8/23/2017,Iowa,2010-human_like
A/swine/Illinois/TM1707DTW18/2017,7/7/2017,Illinois,2010-human_like
A/swine/Iowa/A02218168/2017,6/23/2017,Iowa,2010-human_like
A/swine/Minnesota/A02216466/2017,5/25/2017,Minnesota,2010-human_like
A/swine/Minnesota/A01667099/2017,3/9/2017,Minnesota,2010-human_like
A/swine/Iowa/A01932253/2017,2/15/2017,Iowa,2010-human_like
A/swine/Minnesota/A01678475/2016,12/5/2016,Minnesota,2010-human_like
A/swine/Minnesota/A01785241/2016,10/24/2016,Minnesota,2010-human_like
A/swine/Iowa/A01781977/2016,9/28/2016,Iowa,2010-human_like
A/swine/Iowa/A01781761/2016,9/22/2016,Iowa,2010-human_like
A/swine/Iowa/A01781043/2016,8/30/2016,Iowa,2010-human_like
A/swine/Iowa/A01778368/2016,8/3/2016,Iowa,2010-human_like
A/swine/Iowa/A01777664/2016,6/29/2016,Iowa,2010-human_like
A/swine/North_Carolina/A01774759/2016,5/4/2016,North_Carolina,C_IVB
A/swine/Illinois/A01796457/2015,11/19/2015,Illinois,2010-human_like
A/swine/Indiana/A01812061/2015,11/6/2015,Indiana,C_IVB
A/swine/Indiana/A01812045/2015,11/3/2015,Indiana,C_IVB
A/swine/Arkansas/A01797066/2015,10/29/2015,Arkansas,2010-human_like
A/swine/North_Carolina/A01945800/2015,10/21/2015,North_Carolina,C_IVB
A/swine/Indiana/A01260983/2015,9/10/2015,Indiana,C_IVB
A/swine/Kentucky/15TOSU18783/2015,8/30/2015,Kentucky,C_IVB
A/swine/Indiana/A01260967/2015,8/24/2015,Indiana,C_IVB
A/swine/Iowa/A01769394/2015,8/6/2015,Iowa,C_IVB
A/swine/Iowa/A02025409/2015,7/28/2015,Iowa,C_IVB
A/swine/Iowa/A02025220/2015,7/9/2015,Iowa,C_IVB
A/swine/Arkansas/A01554688/2015,4/23/2015,Arkansas,C_IVB
A/swine/Minnesota/A01847477/2015,4/20/2015,Minnesota,C_IVB
A/swine/Illinois/A01555180/2014,12/18/2014,Illinois,C_IVB
A/swine/Iowa/A01566613/2014,11/14/2014,Iowa,2010-human_like
A/swine/Iowa/A01476914/2014,11/5/2014,Iowa,2010-human_like
A/swine/North_Carolina/A01476848/2014,10/21/2014,North_Carolina,C_IVA
A/swine/Kansas/2014_111/2014,10/10/2014,Kansas,C_IVB
A/swine/Kansas/2014_113/2014,10/10/2014,Kansas,C_IVB
A/swine/Iowa/A01476426/2014,9/17/2014,Iowa,C_IVA
A/swine/North_Carolina/A01478000/2014,8/29/2014,North_Carolina,C_IVA
A/swine/North_Carolina/A01476177/2014,8/1/2014,North_Carolina,C_IVA
A/swine/Indiana/A01260591/2014,7/16/2014,Indiana,C_IVB
A/swine/Minnesota/A01477050/2014,7/11/2014,Minnesota,C_IVA
A/swine/Michigan/A01410962/2014,6/11/2014,Michigan,C_IVA
A/swine/Minnesota/A01481073/2014,4/16/2014,Minnesota,C_IVA
A/swine/North_Carolina/A01410687/2014,Apr-14,North_Carolina,C_IVA
A/swine/Illinois/A01475330/2014,Apr-14,Illinois,C_IVA
A/swine/Iowa/A01480656/2014,3/19/2014,Iowa,C_IVA
A/swine/Illinois/A01475190/2014,Mar-14,Illinois,C_IVA
A/swine/Illinois/A01411493/2014,Mar-14,Illinois,C_IVA
A/swine/Illinois/A01410453/2014,Mar-14,Illinois,C_IVA
A/swine/Iowa/A01480042/2014,2/7/2014,Iowa,C_IVA
A/swine/Iowa/A01366680/2014,1/10/2014,Iowa,C_IVA
A/swine/Ohio/14TOSU21806/2014,2014,Ohio,C_IVB
A/swine/Indiana/14TOSU8041/2014,2014,Indiana,C_IVB
A/swine/Indiana/14TOSU0364/2014,2014,Indiana,C_IVB
A/swine/Kentucky/14TOSU23948/2014,2014,Kentucky,C_IVB
A/swine/Illinois/A01409932/2014,Jan-14,Illinois,C_IVA
A/swine/North_Carolina/A01410180/2014,Jan-14,North_Carolina,C_IVA
A/swine/Indiana/14TOSU0422/2014,2014,Indiana,C_IVB
A/swine/Minnesota/A01366050/2013,11/27/2013,Minnesota,C_IVA
A/swine/Minnesota/A01395294/2013,11/19/2013,Minnesota,C_IVA
A/swine/Indiana/A01290854/2013,Nov-13,Indiana,C_IVA
A/swine/USA/A01409276/2013,Nov-13,Unknown,C_IVA
A/swine/Illinois/A01394862/2013,10/2/2013,Illinois,C_IVA
A/swine/Illinois/A01394861/2013,10/2/2013,Illinois,C_IVA
A/swine/USA/A01291038/2013,Oct-13,Unknown,C_IVA
A/swine/Illinois/A01392224/2013,9/25/2013,Illinois,C_IVA
A/swine/North_Carolina/A01364613/2013,9/5/2013,North_Carolina,C_IVA
A/swine/North_Carolina/A01291329/2013,Sep-13,North_Carolina,C_IVA
A/swine/Indiana/13TOSU1983/2013,8/31/2013,Indiana,C_IVA
A/swine/Indiana/13TOSU1986/2013,8/31/2013,Indiana,C_IVA
A/swine/Indiana/13TOSU1982/2013,8/31/2013,Indiana,C_IVA
A/swine/Indiana/13TOSU4284/2013,8/31/2013,Indiana,C_IVA
A/swine/Indiana/13TOSU1999/2013,8/31/2013,Indiana,C_IVA
A/swine/Indiana/13TOSU5730/2013,8/31/2013,Indiana,C_IVA
A/swine/Michigan/A01259074/2013,8/20/2013,Michigan,C_IVA
A/swine/Indiana/13TOSU1141/2013,7/31/2013,Indiana,C_IVA
A/swine/Ohio/A01351710/2013,7/18/2013,Ohio,C_IVA
A/swine/Minnesota/A01351603/2013,7/11/2013,Minnesota,C_IVA
A/swine/Indiana/13TOSU1155/2013,7/1/2013,Indiana,C_IVA
A/swine/Indiana/13TOSU1035/2013,7/1/2013,Indiana,C_IVA
A/swine/Indiana/13TOSU1026/2013,7/1/2013,Indiana,C_IVA
A/swine/Indiana/A01260135/2012,11/16/2012,Indiana,C_IVA
A/swine/Minnesota/A01271731/2012,10/31/2012,Minnesota,C_IVB
A/swine/Iowa/MT_12_07_4305/2012,8/31/2012,Iowa,C_IVF
A/swine/Iowa/MT_12_07_2594/2012,4/30/2012,Iowa,C_IVF
A/swine/Iowa/MT_12_07_2595/2012,4/30/2012,Iowa,C_IVF
A/swine/Iowa/A01203482/2012,4/30/2012,Iowa,C_IVB
A/swine/Iowa/MT_12_07_1914/2012,2/27/2012,Iowa,C_IVF
A/swine/Nebraska/A01241114/2012,1/10/2012,Nebraska,C_IVF
A/swine/Iowa/MT_12_07_11_2_15/2011,11/22/2011,Iowa,C_IVF
A/swine/North_Carolina/A01202768/2011,10/20/2011,North_Carolina,C_IV
A/swine/Texas/A01049914/2011,4/28/2011,Texas,C_IVF
A/swine/Kansas/11_101926/2011,1/19/2011,Kansas,C_IVF
A/swine/Pennsylvania/62170_2/2010,10/25/2010,Pennsylvania,C_IV
A/swine/Illinois/A01057087/2010,4/28/2010,Illinois,C_IV
A/swine/Iowa/13A016/2013,1/28/2013,Iowa,C_IVB
A/swine/Nebraska/A01116984/2011,11/3/2011,Nebraska,C_IVF
A/swine/Iowa/A02478674/2019,9/9/2019,Iowa,2010-human_like
A/swine/Illinois/A02478479/2019,5/8/2019,Illinois,LAIV_C-I
A/swine/Indiana/A01797992/2019,4/24/2019,Indiana,2010-human_like
A/swine/Illinois/A02430476/2019,2/4/2019,Illinois,LAIV_C-I
A/swine/North_Carolina/A02429717/2019,1/18/2019,North_Carolina,2010-human_like
A/swine/Indiana/A02429798/2019,1/8/2019,Indiana,LAIV_C-I
A/swine/Iowa/A02429498/2019,1/4/2019,Iowa,LAIV_C-I
A/swine/Minnesota/A02171021/2018,7/2/2018,Minnesota,2010-human_like
A/swine/Kentucky/18TOSU1939/2018,7/1/2018,Kentucky,2010-human_like
A/swine/Missouri/A02170599/2018,6/27/2018,Missouri,2010-human_like
A/swine/Illinois/18TOSU1411/2018,6/1/2018,Illinois,2010-human_like
A/swine/IL/39005/2018,5/30/2018,Illinois,LAIV_C-I
A/swine/North_Carolina/A01785551/2018,5/22/2018,North_Carolina,2010-human_like
A/swine/Iowa/A02158519/2018,5/8/2018,Iowa,2010-human_like
A/swine/Iowa/A02157859/2018,4/17/2018,Iowa,2010-human_like
A/swine/Iowa/A02157801/2018,4/12/2018,Iowa,2010-human_like
A/swine/Iowa/A01678555/2018,4/11/2018,Iowa,2010-human_like
A/swine/Oklahoma/21234/2018,3/23/2018,Oklahoma,2016-human_like
A/swine/Illinois/A02154869/2018,3/9/2018,Illinois,2010-human_like
A/swine/Wisconsin/A02140875/2018,1/19/2018,Wisconsin,2010-human_like
A/swine/Nebraska/A01785383/2017,12/11/2017,Nebraska,C_IVA
A/swine/Missouri/A01785353/2017,11/14/2017,Missouri,2010-human_like
A/swine/Missouri/A02135876/2017,11/2/2017,Missouri,2010-human_like
A/swine/Iowa/A02135000/2017,10/26/2017,Iowa,2010-human_like
A/swine/Iowa/A02221528/2017,8/28/2017,Iowa,2010-human_like
A/swine/Ohio/17TOSU1801/2017,7/1/2017,Ohio,2010-human_like
A/swine/Pennsylvania/A02218184/2017,6/21/2017,Pennsylvania,2010-human_like
A/swine/Iowa/A02218164/2017,6/19/2017,Iowa,2010-human_like
A/swine/Indiana/38670/2017,6/5/2017,Indiana,2016-human_like
A/swine/North_Carolina/A02215437/2017,5/16/2017,North_Carolina,C_IVB
A/swine/Iowa/A02215043/2017,4/27/2017,Iowa,2010-human_like
A/swine/Indiana/23155/2017,4/4/2017,Indiana,2016-human_like
A/swine/Indiana/A02216475/2017,4/3/2017,Indiana,2016-human_like
A/swine/Kentucky/16TOSU5910/2016,11/1/2016,Kentucky,2010-human_like
A/swine/Iowa/A01782794/2016,10/25/2016,Iowa,2010-human_like
A/swine/Iowa/A01782233/2016,10/5/2016,Iowa,2010-human_like
A/swine/Iowa/A01781487/2016,9/13/2016,Iowa,2010-human_like
A/swine/North_Carolina/A01781199/2016,9/8/2016,North_Carolina,C_IVB
A/swine/Iowa/A01776537/2016,6/13/2016,Iowa,2010-human_like
A/swine/Iowa/A01776136/2016,5/31/2016,Iowa,2010-human_like
A/swine/Iowa/A01775848/2016,5/23/2016,Iowa,2010-human_like
A/swine/Iowa/A01895860/2016,4/20/2016,Iowa,2010-human_like
A/swine/North_Carolina/A01894904/2016,3/31/2016,North_Carolina,C_IVB
A/swine/North_Carolina/A01894095/2016,3/21/2016,North_Carolina,C_IVB
A/swine/Minnesota/A01941510/2015,12/9/2015,Minnesota,2010-human_like
A/swine/Arkansas/A01798224/2015,12/1/2015,Arkansas,2010-human_like
A/swine/Ohio/A01798226/2015,11/30/2015,Ohio,2010-human_like
A/swine/Arkansas/A01797067/2015,10/29/2015,Arkansas,2010-human_like
A/swine/Arkansas/A01945580/2015,10/13/2015,Arkansas,2010-human_like
A/swine/Arkansas/A01945350/2015,9/30/2015,Arkansas,2010-human_like
A/swine/Iowa/A01944136/2015,9/28/2015,Iowa,2010-human_like
A/swine/North_Carolina/A01945244/2015,9/24/2015,North_Carolina,C_IVB
A/swine/North_Carolina/A02024129/2015,5/20/2015,North_Carolina,C_IVA
A/swine/North_Carolina/A01377457/2014,12/11/2014,North_Carolina,C_IVA
A/swine/Illinois/A01555038/2014,11/19/2014,Illinois,C_IVB
A/swine/Arkansas/A01840187/2014,11/19/2014,Arkansas,C_IVB
A/swine/Iowa/A01476858/2014,10/29/2014,Iowa,C_IVB
A/swine/Iowa/A01476697/2014,10/13/2014,Iowa,2010-human_like
A/swine/Nebraska/A01489868/2014,8/4/2014,Nebraska,C_IVA
A/swine/Iowa/A01475548/2014,May-14,Iowa,C_IVA
A/swine/Iowa/A01475456/2014,May-14,Iowa,C_IVA
A/swine/Iowa/A01410847/2014,May-14,Iowa,C_IVA
A/swine/United_State/A01410840/2014,May-14,Unknown,C_IVA
A/swine/North_Carolina/A01410593/2014,Apr-14,North_Carolina,C_IVA
A/swine/Iowa/A01410633/2014,Apr-14,Iowa,C_IVA
A/swine/Illinois/A01411463/2014,Feb-14,Illinois,C_IVA
A/swine/Illinois/A01409996/2014,Feb-14,Illinois,C_IVA
A/swine/Illinois/A01475015/2014,Feb-14,Illinois,C_IVA
A/swine/Illinois/A01410268/2014,Feb-14,Illinois,C_IVA
A/swine/Illinois/A01411461/2014,Feb-14,Illinois,C_IVA
A/swine/Illinois/A01409994/2014,Feb-14,Illinois,C_IVA
A/swine/Illinois/A01475084/2014,Feb-14,Illinois,C_IVA
A/swine/Ohio/14TOSU21800/2014,2014,Ohio,C_IVB
A/swine/Ohio/14TOSU0566/2014,2014,Ohio,C_IVB
A/swine/Kentucky/14TOSU23818/2014,2014,Kentucky,C_IVB
A/swine/Indiana/14TOSU3013/2014,2014,Indiana,C_IVB
A/swine/Ohio/14TOSU21818/2014,2014,Ohio,C_IVB
A/swine/Kentucky/14TOSU24012/2014,2014,Kentucky,C_IVB
A/swine/Kentucky/14TOSU23978/2014,2014,Kentucky,C_IVB
A/swine/Indiana/14TOSU0374/2014,2014,Indiana,C_IVB
A/swine/Illinois/A01411097/2014,Jan-14,Illinois,C_IVA
A/swine/Ohio/14TOSU0563/2014,2014,Ohio,C_IVB
A/swine/Kentucky/14TOSU24005/2014,2014,Kentucky,C_IVB
A/swine/Iowa/A01409518/2013,Dec-13,Iowa,C_IVA
A/swine/Illinois/A01411096/2013,Dec-13,Illinois,C_IVA
A/swine/Iowa/A01365906/2013,11/15/2013,Iowa,C_IVA
A/swine/Iowa/A01290859/2013,Nov-13,Iowa,C_IVA
A/swine/Iowa/A01290860/2013,Nov-13,Iowa,C_IVA
A/swine/Iowa/A01394595/2013,10/30/2013,Iowa,C_IVA
A/swine/Iowa/A01365406/2013,10/17/2013,Iowa,C_IVA
A/swine/North_Carolina/A01290447/2013,Sep-13,North_Carolina,C_IVA
A/swine/Ohio/13TOSU2194/2013,9/1/2013,Ohio,C_IVA
A/swine/Indiana/13TOSU5238/2013,8/31/2013,Indiana,C_IVA
A/swine/Indiana/13TOSU5869/2013,8/31/2013,Indiana,C_IVA
A/swine/Indiana/13TOSU5669/2013,8/31/2013,Indiana,C_IVA
A/swine/Indiana/13TOSU1122/2013,7/25/2013,Indiana,C_IVA
A/swine/Ohio/A01351683/2013,7/16/2013,Ohio,C_IVA
A/swine/Indiana/13TOSU1050/2013,7/1/2013,Indiana,C_IVA
A/swine/Indiana/13TOSU1042/2013,7/1/2013,Indiana,C_IVA
A/swine/Indiana/A01260313/2013,6/21/2013,Indiana,C_IVA
A/swine/Illinois/A01432795/2013,Jun-13,Illinois,C_IVA
A/swine/Ohio/13TOSU0410/2013,6/1/2013,Ohio,C_IVA
A/swine/South_Dakota/A01350803/2013,5/30/2013,South_Dakota,C_IVA
A/swine/Michigan/A01432678/2013,May-13,Michigan,C_IVA
A/swine/Indiana/A01260048/2012,10/17/2012,Indiana,C_IVA
A/swine/Minnesota/A01271014/2012,10/17/2012,Minnesota,C_IVB
A/swine/Minnesota/A01271001/2012,10/17/2012,Minnesota,C_IVB
A/swine/North_Carolina/A01203801/2012,Sep-12,North_Carolina,C_IVA
A/swine/Illinois/A01203672/2012,7/21/2012,Illinois,C_IVA
A/swine/Iowa/MT_12_07_3836/2012,7/9/2012,Iowa,C_IVF
A/swine/Iowa/A01300195/2012,6/25/2012,Iowa,C_IVB
A/swine/Iowa/A01300194/2012,6/21/2012,Iowa,C_IVB
A/swine/Iowa/MT_12_07_2227/2012,3/29/2012,Iowa,C_IVF
A/swine/Iowa/MT_12_07_1931/2012,2/27/2012,Iowa,C_IVF
A/swine/Iowa/MT_12_07_1911/2012,2/27/2012,Iowa,C_IVF
A/swine/Iowa/MT_12_07_1917/2012,2/27/2012,Iowa,C_IVF
A/swine/Iowa/MT_12_07_1916/2012,2/27/2012,Iowa,C_IVF
A/swine/Iowa/MT_12_07_1923/2012,2/27/2012,Iowa,C_IVF
A/swine/Iowa/MT_12_07_11_2_20/2011,11/22/2011,Iowa,C_IVF
A/swine/Indiana/A01049653/2011,3/8/2011,Indiana,C_IVA
A/swine/Kansas/11_104465/2011,2/16/2011,Kansas,C_IVF
A/swine/Texas/A01049556/2011,2/14/2011,Texas,C_IVF
A/swine/Oklahoma/SG1498/2010,11/11/2010,Oklahoma,C_IVF
A/swine/Illinois/A01240908/2012,1/3/2012,Illinois,C_IVA
A/swine/Missouri/A02478497/2019,5/16/2019,Missouri,LAIV_C-I
A/swine/Virginia/A02478581/2019,4/22/2019,Virginia,humanVaccine
A/swine/Iowa/A02431148/2019,3/7/2019,Iowa,2010-human_like
A/swine/Iowa/A02430051/2019,1/31/2019,Iowa,LAIV_C-I
A/swine/Indiana/A02429957/2019,1/24/2019,Indiana,2010-human_like
A/swine/North_Carolina/A01785857/2019,1/18/2019,North_Carolina,2010-human_like
A/swine/North_Carolina/A01785849/2019,1/11/2019,North_Carolina,2010-human_like
A/swine/North_Carolina/A02427880/2018,12/20/2018,North_Carolina,2010-human_like
A/swine/Ohio/OH18_26242_1.4/2018,11/29/2018,Ohio,2010-human_like
A/swine/Indiana/A02270009/2018,11/15/2018,Indiana,2010-human_like
A/swine/North_Carolina/A01785744/2018,11/7/2018,North_Carolina,2010-human_like
A/swine/Nebraska/A01785736/2018,11/2/2018,Nebraska,2010-human_like
A/swine/Illinois/A02257390/2018,9/8/2018,Illinois,2010-human_like
A/swine/North_Carolina/A02254950/2018,8/9/2018,North_Carolina,2010-human_like
A/swine/IA/46375/2018,6/27/2018,Iowa,LAIV_C-I
A/swine/Illinois/18TOSU1433/2018,6/1/2018,Illinois,2010-human_like
A/swine/Iowa/A02158520/2018,5/8/2018,Iowa,2010-human_like
A/swine/Iowa/27393/2018,4/16/2018,Iowa,2016-human_like
A/swine/Iowa/A02134996/2017,10/23/2017,Iowa,2010-human_like
A/swine/Iowa/A02134239/2017,10/20/2017,Iowa,2010-human_like
A/swine/Iowa/A02221872/2017,9/19/2017,Iowa,2010-human_like
A/swine/Iowa/A02218162/2017,6/19/2017,Iowa,2010-human_like
A/swine/Minnesota/A02216467/2017,5/30/2017,Minnesota,2010-human_like
A/swine/Missouri/A01932257/2017,2/14/2017,Missouri,2010-human_like
A/swine/Missouri/A01672702/2017,2/3/2017,Missouri,2010-human_like
A/swine/Iowa/A01668518/2016,11/14/2016,Iowa,2010-human_like
A/swine/Iowa/A01778713/2016,8/19/2016,Iowa,2010-human_like
A/swine/Minnesota/A01677935/2016,5/25/2016,Minnesota,2010-human_like
A/swine/Iowa/A01775597/2016,5/19/2016,Iowa,2010-human_like
A/swine/Iowa/A01733867/2016,3/21/2016,Iowa,2010-human_like
A/swine/Iowa/A01733965/2016,3/21/2016,Iowa,2010-human_like
A/swine/Iowa/A01727249/2015,12/9/2015,Iowa,2010-human_like
A/swine/Iowa/A01945156/2015,9/22/2015,Iowa,C_IVB
A/swine/South_Dakota/A01847612/2015,4/20/2015,South_Dakota,C_IVD
A/swine/South_Dakota/A01841915/2015,3/27/2015,South_Dakota,C_IVB
A/swine/Illinois/A01462483/2015,1/9/2015,Illinois,C_IVE
A/swine/North_Carolina/A01840322/2015,1/9/2015,North_Carolina,C_IVA
A/swine/Kansas/A01377371/2014,10/15/2014,Kansas,C_IVB
A/swine/Iowa/A01476696/2014,10/9/2014,Iowa,2010-human_like
A/swine/Nebraska/A01489870/2014,9/11/2014,Nebraska,C_IVA
A/swine/North_Carolina/A01476196/2014,8/6/2014,North_Carolina,C_IVA
A/swine/Ohio/14TOSU0281/2014,8/4/2014,Ohio,C_IVB
A/swine/Illinois/A01502448/2014,7/14/2014,Illinois,C_IVE
A/swine/California/A00968949/2014,7/2/2014,California,C_IVA
A/swine/USA/A01410908/2014,May-14,Unknown,C_IVA
A/swine/Iowa/A01475544/2014,May-14,Iowa,C_IVA
A/swine/North_Carolina/A01410877/2014,May-14,North_Carolina,C_IVA
A/swine/North_Carolina/A01410777/2014,May-14,North_Carolina,C_IVA
A/swine/Illinois/A01509186/2014,4/15/2014,Illinois,C_IVA
A/swine/Illinois/A01509203/2014,4/15/2014,Illinois,C_IVA
A/swine/Illinois/A01509209/2014,4/15/2014,Illinois,C_IVA
A/swine/North_Carolina/A01410691/2014,Apr-14,North_Carolina,C_IVA
A/swine/North_Carolina/A01410354/2014,Mar-14,North_Carolina,C_IVA
A/swine/Missouri/A01410819/2014,1/15/2014,Missouri,2010-human_like
A/swine/Ohio/14TOSU21817/2014,2014,Ohio,C_IVB
A/swine/Ohio/14TOSU0143/2014,2014,Ohio,C_IVB
A/swine/Indiana/14TOSU0343/2014,2014,Indiana,C_IVB
A/swine/Indiana/14TOSU0226/2014,2014,Indiana,C_IVB
A/swine/Ohio/14TOSU21808/2014,2014,Ohio,C_IVB
A/swine/Ohio/14TOSU21811/2014,2014,Ohio,C_IVB
A/swine/Indiana/14TOSU8050/2014,2014,Indiana,C_IVB
A/swine/Indiana/14TOSU0235/2014,2014,Indiana,C_IVB
A/swine/Indiana/14TOSU2891/2014,2014,Indiana,C_IVB
A/swine/Ohio/14TOSU21815/2014,2014,Ohio,C_IVB
A/swine/Kentucky/14TOSU23913/2014,2014,Kentucky,C_IVB
A/swine/Minnesota/A01409450/2013,Nov-13,Minnesota,C_IVA
A/swine/Minnesota/A01365586/2013,10/30/2013,Minnesota,C_IVB
A/swine/Iowa/A01290438/2013,Sep-13,Iowa,C_IVA
A/swine/Ohio/13TOSU1560/2013,8/31/2013,Ohio,C_IVA
A/swine/Indiana/13TOSU5147/2013,8/31/2013,Indiana,C_IVA
A/swine/Iowa/A01290302/2013,Aug-13,Iowa,C_IVA
A/swine/Ohio/13TOSU1541/2013,8/1/2013,Ohio,C_IVA
A/swine/Ohio/13TOSU0726/2013,7/31/2013,Ohio,C_IVA
A/swine/Ohio/13TOSU1238/2013,7/1/2013,Ohio,C_IVA
A/swine/Ohio/13TOSU1221/2013,7/1/2013,Ohio,C_IVA
A/swine/Indiana/13TOSU482/2013,6/27/2013,Indiana,C_IVA
A/swine/Indiana/13TOSU490/2013,6/27/2013,Indiana,C_IVA
A/swine/Ohio/13TOSU0411/2013,6/1/2013,Ohio,C_IVA
A/swine/Iowa/13C040/2013,3/26/2013,Iowa,C_IVB
A/swine/North_Carolina/A01432584/2013,Mar-13,North_Carolina,C_IVA
A/swine/Nebraska/A01300467/2012,7/12/2012,Nebraska,C_IVF
A/swine/Minnesota/A01300160/2012,6/25/2012,Minnesota,C_IVB
A/swine/Nebraska/A01300023/2012,6/12/2012,Nebraska,C_IVF
A/swine/Ohio/7/2012,Jun-12,Ohio,C_IVA
A/swine/Ohio/1/2012,Jun-12,Ohio,C_IVA
A/swine/Ohio/9/2012,Jun-12,Ohio,C_IVA
A/swine/Nebraska/A01327581/2012,4/16/2012,Nebraska,C_IVF
A/swine/Indiana/A01203372/2012,4/3/2012,Indiana,C_IVA
A/swine/Illinois/A01241842/2012,2/27/2012,Illinois,C_IVA
A/swine/Iowa/MT_12_07_1927/2012,2/27/2012,Iowa,C_IVF
A/swine/Illinois/A01241469/2012,2/8/2012,Illinois,C_IVA
A/swine/Indiana/A01202621/2011,9/28/2011,Indiana,C_IVA
A/swine/Texas/A01049915/2011,4/28/2011,Texas,C_IVF
A/swine/Texas/A01049555/2011,2/14/2011,Texas,C_IVF
A/swine/Kansas/10_91088/2010,12/30/2010,Kansas,C_IVF
A/swine/Ohio/A01785249/2017,2/27/2017,Ohio,2010-human_like
A/swine/Illinois/A01241876/2012,2/29/2012,Illinois,C_IVA
A/swine/Illinois/A01241871/2012,2/29/2012,Illinois,C_IVA
A/swine/Texas/A02245589/2020,4/14/2020,Texas,LAIV_C-I
A/swine/South_Dakota/A02430908/2019,2/26/2019,South_Dakota,LAIV_C-I
A/swine/North_Carolina/A01785846/2019,1/10/2019,North_Carolina,2010-human_like
A/swine/Michigan/A02427889/2018,12/21/2018,Michigan,2010-human_like
A/swine/Ohio/OH18_27220_4.4/2018,12/13/2018,Ohio,2010-human_like
A/swine/Nebraska/A02271062/2018,11/30/2018,Nebraska,2010-human_like
A/swine/Ohio/OH18_25268_5.4/2018,11/14/2018,Ohio,2010-human_like
A/swine/North_Carolina/A01785721/2018,10/24/2018,North_Carolina,2010-human_like
A/swine/MO/66568/2018,9/21/2018,Missouri,LAIV_C-I
A/swine/MN/58835/2018,8/21/2018,Minnesota,LAIV_C-I
A/swine/Nebraska/A02171222/2018,7/13/2018,Nebraska,2010-human_like
A/swine/North_Carolina/A01785582/2018,7/5/2018,North_Carolina,2010-human_like
A/swine/North_Carolina/A01785581/2018,7/5/2018,North_Carolina,2010-human_like
A/swine/IA/34166/2018,5/10/2018,Iowa,LAIV_C-I
A/swine/Minnesota/A01785497/2018,4/5/2018,Minnesota,2010-human_like
A/swine/North_Carolina/A02140665/2018,1/11/2018,North_Carolina,2010-human_like
A/swine/Iowa/A02137141/2017,11/29/2017,Iowa,2010-human_like
A/swine/Iowa/A02136685/2017,11/17/2017,Iowa,2010-human_like
A/swine/Iowa/A02135004/2017,10/31/2017,Iowa,2010-human_like
A/swine/Iowa/A02134994/2017,10/24/2017,Iowa,2010-human_like
A/swine/Nebraska/A01785325/2017,10/23/2017,Nebraska,C_IVA
A/swine/Iowa/A02134231/2017,10/18/2017,Iowa,2010-human_like
A/swine/North_Carolina/A02223299/2017,10/10/2017,North_Carolina,C_IVB
A/swine/Iowa/A02223222/2017,10/10/2017,Iowa,2010-human_like
A/swine/Iowa/65260/2017,9/28/2017,Iowa,2016-human_like
A/swine/Illinois/B1708DTW21/2017,8/11/2017,Illinois,2010-human_like
A/swine/Iowa/A02218427/2017,7/13/2017,Iowa,2010-human_like
A/swine/Ohio/A02218183/2017,6/27/2017,Ohio,2010-human_like
A/swine/Iowa/A02218173/2017,6/27/2017,Iowa,2010-human_like
A/swine/Iowa/A02215195/2017,4/28/2017,Iowa,C_IVB
A/swine/Iowa/A02215039/2017,4/21/2017,Iowa,2010-human_like
A/swine/Iowa/A02214497/2017,4/9/2017,Iowa,2010-human_like
